round,player_id,first_equip_tick,match_number
6,65288,36878,67
6,65289,28968,67
7,65282,37376,67
7,65287,37485,67
8,65282,45907,67
9,65282,54827,67
9,65285,57570,67
10,65282,58546,67
10,65284,61690,67
10,65285,58457,67
10,65287,59469,67
10,65288,59085,67
11,65287,64203,67
12,65281,71702,67
12,65287,68501,67
12,65289,67010,67
16,65282,91061,67
16,65283,99083,67
16,65287,91169,67
17,65282,100713,67
17,65283,99188,67
17,65287,105666,67
18,65287,109075,67
18,65289,107853,67
19,65280,118261,67
19,65286,121518,67
19,65287,114350,67
19,65289,112995,67
20,65286,122190,67
20,65287,123112,67
20,65288,122053,67
20,65289,121626,67
21,65280,129732,67
21,65287,125850,67
21,65288,125598,67
21,65289,126832,67
5,65282,20213,68
5,65289,24321,68
6,65289,24969,68
7,65281,31926,68
7,65284,31849,68
7,65288,31927,68
7,65289,31812,68
8,65281,37681,68
8,65286,41741,68
8,65288,40118,68
8,65289,36469,68
9,65281,41922,68
9,65284,41867,68
9,65286,41810,68
10,65286,47818,68
11,65281,51760,68
11,65284,57985,68
11,65286,51572,68
12,65281,60487,68
12,65284,59212,68
12,65286,59560,68
12,65287,63447,68
12,65289,59553,68
15,65281,73620,68
15,65286,77010,68
16,65286,77280,68
16,65289,77429,68
17,65281,87887,68
17,65289,81096,68
18,65280,90403,68
18,65281,91942,68
18,65285,91133,68
19,65281,96621,68
20,65281,99482,68
21,65281,107533,68
21,65282,111660,68
21,65285,107310,68
22,65282,112444,68
6,65289,27230,69
7,65280,33615,69
7,65283,32696,69
8,65280,42535,69
8,65281,48301,69
8,65286,41571,69
9,65280,50183,69
9,65281,48700,69
9,65283,54297,69
9,65289,48823,69
10,65280,55606,69
10,65281,54912,69
10,65283,54575,69
10,65289,55342,69
11,65280,60489,69
11,65281,59725,69
12,65280,64812,69
12,65281,64874,69
12,65282,64698,69
12,65284,66860,69
4,65280,15605,70
5,65283,25316,70
5,65288,20122,70
5,65289,20508,70
6,65283,25819,70
6,65284,25857,70
10,65280,54925,70
10,65285,52149,70
11,65282,57011,70
12,65282,60707,70
16,65281,82231,70
16,65285,80574,70
17,65281,88530,70
18,65284,93871,70
18,65285,97558,70
19,65285,102485,70
20,65285,111499,70
21,65285,116755,70
22,65283,126616,70
22,65284,124799,70
22,65285,124745,70
23,65284,138444,70
23,65285,132988,70
24,65284,140921,70
5,65281,22225,71
5,65289,19859,71
9,65280,45281,71
9,65289,42472,71
10,65283,54079,71
10,65289,49040,71
11,65283,54271,71
23,65283,115448,71
24,65283,133404,71
3,65287,17860,72
4,65287,25017,72
5,65286,28332,72
7,65285,42827,72
7,65287,47171,72
8,65287,50562,72
9,65282,64511,72
9,65287,61746,72
10,65282,64713,72
10,65284,65295,72
11,65284,69948,72
11,65286,70167,72
12,65287,77280,72
12,65288,77455,72
16,65286,98520,72
17,65287,104772,72
3,65284,10346,73
3,65289,18124,73
4,65280,23021,73
4,65285,19186,73
4,65289,18330,73
5,65284,23576,73
9,65289,44665,73
10,65280,49534,73
10,65284,49658,73
10,65289,55110,73
11,65280,58176,73
11,65282,58185,73
11,65284,58413,73
12,65280,64860,73
12,65284,68435,73
12,65287,65394,73
15,65284,78703,73
16,65282,85704,73
16,65284,86044,73
16,65286,84748,73
17,65281,91909,73
17,65283,93645,73
17,65284,94822,73
17,65286,92388,73
18,65281,97591,73
18,65283,96415,73
18,65284,96396,73
19,65280,104206,73
19,65281,103918,73
19,65283,104013,73
19,65284,104852,73
19,65289,109691,73
20,65280,109863,73
20,65283,110177,73
20,65287,117030,73
20,65289,109779,73
21,65285,118670,73
22,65281,123248,73
22,65282,126979,73
22,65285,124084,73
22,65289,127901,73
23,65280,129151,73
23,65281,133500,73
23,65284,130009,73
23,65285,129534,73
23,65289,129042,73
24,65281,134293,73
24,65283,134715,73
24,65288,137967,73
6,65283,26326,74
6,65284,28964,74
6,65287,26955,74
7,65283,32585,74
7,65284,32504,74
7,65287,32450,74
8,65283,36666,74
8,65284,35563,74
9,65282,40481,74
9,65283,40500,74
10,65281,51207,74
10,65282,47999,74
11,65283,53218,74
11,65286,53333,74
11,65287,53765,74
11,65288,53446,74
11,65289,53126,74
12,65287,59201,74
12,65289,58427,74
19,65285,98514,74
20,65287,103899,74
20,65288,104100,74
10,65286,58322,75
10,65289,57753,75
11,65286,61646,75
11,65289,60984,75
12,65286,68971,75
12,65288,70539,75
12,65289,69032,75
15,65284,86920,75
16,65284,91232,75
10,65288,58963,76
21,65284,117498,76
22,65289,123259,76
4,65280,20391,77
4,65283,15957,77
5,65280,25179,77
6,65282,33199,77
6,65286,37142,77
7,65286,37837,77
8,65286,49766,77
8,65288,45638,77
8,65289,45793,77
9,65286,57076,77
9,65288,56408,77
10,65280,62107,77
10,65287,62138,77
10,65288,62493,77
10,65289,64552,77
11,65282,70473,77
11,65284,66441,77
11,65288,66395,77
11,65289,71454,77
12,65286,77049,77
3,65285,7621,78
4,65287,11510,78
5,65287,17468,78
6,65280,23051,78
6,65283,22656,78
6,65287,22080,78
6,65288,22841,78
7,65282,28276,78
7,65284,28227,78
7,65287,30607,78
7,65288,27814,78
8,65288,32408,78
9,65285,40047,78
9,65287,38673,78
9,65288,38870,78
10,65281,45230,78
10,65282,45831,78
10,65287,48850,78
10,65288,45467,78
11,65280,51709,78
11,65282,50739,78
11,65283,51060,78
11,65284,51165,78
11,65287,54114,78
11,65288,50853,78
12,65280,60145,78
12,65282,59878,78
12,65283,60206,78
12,65284,60411,78
12,65287,59782,78
15,65287,74018,78
16,65280,79599,78
16,65286,78818,78
16,65287,80165,78
17,65283,82506,78
17,65287,81950,78
17,65288,82443,78
18,65280,86935,78
18,65284,89076,78
18,65286,87034,78
18,65287,87993,78
18,65288,86860,78
19,65280,95883,78
19,65288,96057,78
20,65280,102760,78
20,65284,102893,78
20,65287,111447,78
20,65288,101831,78
21,65280,112000,78
21,65281,113175,78
21,65283,111825,78
21,65284,112840,78
21,65285,116464,78
21,65287,112664,78
22,65282,120909,78
22,65287,117162,78
22,65288,117340,78
23,65282,121212,78
24,65280,129196,78
24,65281,129497,78
24,65282,129318,78
24,65283,129468,78
24,65287,129197,78
24,65289,130635,78
3,65282,11131,79
4,65282,17010,79
5,65281,24106,79
5,65282,20634,79
6,65280,25851,79
6,65281,25749,79
7,65280,30238,79
7,65286,29777,79
8,65282,41345,79
8,65283,36514,79
8,65285,36123,79
8,65286,36303,79
9,65282,42072,79
9,65285,43964,79
9,65288,42217,79
10,65280,49122,79
10,65282,50040,79
10,65283,54715,79
10,65285,48907,79
11,65281,58081,79
11,65282,55245,79
11,65283,54939,79
11,65284,58190,79
11,65285,55233,79
12,65281,61561,79
12,65282,62031,79
12,65286,61592,79
6,65284,30807,80
6,65289,36338,80
7,65289,36982,80
8,65280,41554,80
8,65281,40849,80
8,65282,40817,80
8,65285,41027,80
8,65289,40969,80
9,65280,47704,80
9,65282,46894,80
9,65288,47486,80
10,65280,55662,80
11,65280,65728,80
11,65287,70530,80
12,65284,71360,80
12,65287,71493,80
17,65284,101124,80
17,65286,102341,80
17,65287,101689,80
18,65281,113386,80
18,65287,108051,80
19,65281,114590,80
20,65281,120939,80
21,65281,125961,80
21,65285,127908,80
22,65281,131180,80
22,65285,131085,80
22,65286,133084,80
22,65287,131671,80
4,65287,14683,81
4,65288,14666,81
5,65283,22538,81
5,65287,18699,81
6,65283,26802,81
6,65288,26223,81
7,65283,33524,81
8,65283,38855,81
8,65287,43726,81
9,65281,44217,81
9,65282,47458,81
9,65287,43820,81
10,65281,50588,81
10,65282,49810,81
10,65286,55363,81
11,65281,59043,81
11,65286,56437,81
11,65288,56553,81
7,65282,27768,82
8,65280,36522,82
8,65283,35038,82
8,65285,37978,82
8,65288,34182,82
9,65280,43715,82
9,65288,38087,82
10,65280,44136,82
10,65287,44298,82
11,65287,48817,82
12,65287,55931,82
17,65280,88759,82
17,65282,84746,82
17,65283,88759,82
17,65286,85106,82
18,65280,89167,82
18,65283,89004,82
18,65287,89175,82
19,65280,94345,82
19,65283,93997,82
20,65280,100726,82
20,65283,99265,82
21,65280,110800,82
21,65283,105173,82
22,65280,111140,82
22,65281,116092,82
22,65283,112484,82
23,65281,116378,82
23,65283,116408,82
23,65285,116615,82
23,65286,116440,82
24,65283,123581,82
24,65286,122441,82
5,65284,24634,83
8,65283,39194,83
9,65288,44761,83
10,65282,49859,83
10,65284,49681,83
10,65286,53291,83
10,65287,52004,83
11,65286,57436,83
11,65287,56248,83
12,65286,63701,83
19,65285,102407,83
20,65280,109285,83
20,65285,109185,83
20,65286,111930,83
21,65280,114209,83
21,65281,118707,83
21,65283,114060,83
21,65284,114139,83
21,65286,115723,83
22,65280,120040,83
22,65281,119736,83
22,65284,120024,83
23,65280,124631,83
23,65284,124744,83
24,65280,130802,83
24,65284,130665,83
24,65286,132456,83
5,65289,20905,84
6,65282,27751,84
6,65284,31174,84
6,65286,29374,84
6,65289,27808,84
7,65282,33796,84
7,65284,33042,84
8,65282,42162,84
8,65284,45931,84
8,65286,37319,84
9,65280,48257,84
9,65282,48840,84
9,65284,48087,84
9,65285,47874,84
9,65286,47931,84
9,65289,48153,84
10,65286,55781,84
11,65284,65482,84
11,65286,60343,84
11,65288,60420,84
12,65282,66559,84
12,65284,66272,84
12,65285,66560,84
17,65286,91484,84
18,65282,96070,84
18,65284,95937,84
18,65286,98263,84
19,65286,99903,84
20,65286,106955,84
21,65286,109749,84
22,65286,116903,84
23,65286,120951,84
3,65282,11131,85
4,65282,17010,85
5,65281,24106,85
5,65282,20634,85
6,65280,25851,85
6,65281,25749,85
7,65280,30238,85
7,65286,29777,85
8,65282,41345,85
8,65283,36514,85
8,65285,36123,85
8,65286,36303,85
9,65282,42072,85
9,65285,43964,85
9,65288,42217,85
10,65280,49122,85
10,65282,50040,85
10,65283,54715,85
10,65285,48907,85
11,65281,58081,85
11,65282,55245,85
11,65283,54939,85
11,65284,58190,85
11,65285,55233,85
12,65281,61561,85
12,65282,62031,85
12,65286,61592,85
3,65280,8903,86
3,65281,13308,86
3,65283,8645,86
3,65285,8608,86
4,65282,14382,86
4,65283,17683,86
4,65284,13804,86
5,65283,19138,86
5,65284,19307,86
6,65280,24667,86
6,65283,25382,86
6,65287,25169,86
7,65280,34154,86
7,65281,38884,86
7,65282,35327,86
7,65283,34297,86
7,65284,34640,86
7,65285,37214,86
7,65288,34266,86
8,65280,45957,86
8,65281,42352,86
8,65283,42451,86
8,65288,42873,86
9,65280,46916,86
9,65281,48010,86
9,65282,48208,86
9,65283,46965,86
10,65280,55867,86
10,65282,52833,86
10,65283,52624,86
10,65285,57362,86
10,65286,55569,86
10,65289,53538,86
11,65280,58488,86
11,65282,58733,86
11,65283,59220,86
11,65284,61345,86
11,65285,61588,86
11,65287,58763,86
11,65288,61531,86
12,65283,66520,86
12,65285,63852,86
12,65286,64804,86
12,65288,63436,86
16,65285,86637,86
16,65287,86783,86
16,65288,94390,86
17,65280,99981,86
17,65283,96022,86
17,65285,95887,86
17,65287,95022,86
17,65288,95045,86
18,65280,100244,86
18,65282,101107,86
18,65283,100377,86
3,65280,14630,87
3,65282,10848,87
4,65280,15544,87
5,65280,22878,87
5,65285,22086,87
6,65280,28259,87
6,65282,28502,87
6,65287,32375,87
7,65280,32777,87
7,65285,34499,87
7,65286,32895,87
7,65287,32901,87
8,65280,40351,87
8,65285,41581,87
8,65286,40708,87
9,65285,48696,87
9,65286,50830,87
10,65285,52899,87
10,65286,52270,87
11,65285,57607,87
11,65286,56572,87
12,65285,68874,87
12,65286,67490,87
16,65287,85442,87
17,65287,90544,87
18,65283,95188,87
19,65280,101821,87
19,65283,99205,87
19,65286,101203,87
19,65287,99660,87
20,65280,104524,87
20,65283,104065,87
21,65285,108815,87
3,65281,15256,88
4,65281,22843,88
4,65286,28155,88
5,65286,28459,88
6,65281,32378,88
6,65286,32277,88
7,65281,36376,88
8,65281,41556,88
9,65281,51367,88
9,65286,52836,88
10,65281,55079,88
10,65283,54873,88
10,65286,54770,88
10,65289,55858,88
11,65281,61652,88
11,65287,61053,88
15,65281,89992,88
16,65281,99774,88
17,65281,104357,88
17,65286,104014,88
18,65280,111090,88
18,65281,111094,88
18,65286,111040,88
18,65287,111739,88
19,65281,116355,88
19,65283,118141,88
19,65287,116212,88
19,65289,124222,88
20,65288,125967,88
20,65289,124722,88
21,65288,133263,88
22,65281,138139,88
22,65288,137542,88
23,65288,141444,88
4,65282,14433,89
5,65282,19094,89
6,65282,24772,89
6,65286,32502,89
7,65281,37776,89
7,65284,37976,89
7,65286,32803,89
7,65287,32969,89
7,65289,36149,89
8,65281,39256,89
8,65282,39411,89
12,65286,57242,89
16,65282,78356,89
20,65286,109269,89
21,65280,114735,89
22,65280,121275,89
22,65284,125837,89
22,65287,121269,89
22,65289,123575,89
23,65282,136639,89
23,65284,127618,89
24,65282,146050,89
24,65283,146667,89
24,65287,147513,89
4,65282,19436,90
4,65289,14588,90
6,65282,32845,90
6,65285,33403,90
6,65288,32296,90
7,65282,36717,90
7,65284,39913,90
7,65285,36781,90
7,65288,37355,90
7,65289,42263,90
8,65281,46992,90
8,65282,43809,90
8,65283,47292,90
8,65289,42349,90
9,65282,47819,90
9,65283,47494,90
9,65289,47572,90
10,65289,52331,90
11,65285,57704,90
11,65289,57956,90
12,65282,61706,90
12,65285,61434,90
12,65288,61957,90
12,65289,61541,90
16,65282,81857,90
16,65287,81577,90
17,65287,86769,90
18,65285,91448,90
18,65287,90995,90
18,65288,90816,90
5,65283,25921,91
6,65280,36830,91
6,65283,33393,91
6,65289,33090,91
7,65283,38005,91
8,65283,45113,91
9,65283,52013,91
11,65283,61409,91
3,65280,16274,92
3,65289,13763,92
4,65280,22075,92
5,65280,29111,92
5,65285,32012,92
5,65288,27592,92
8,65280,46074,92
9,65280,54201,92
9,65283,53382,92
9,65285,53228,92
10,65280,60152,92
10,65283,59720,92
11,65280,65719,92
11,65283,65352,92
11,65289,72727,92
12,65280,75452,92
12,65282,75611,92
12,65283,75441,92
12,65285,75561,92
12,65287,79023,92
12,65288,78086,92
16,65282,105868,92
16,65288,98700,92
17,65282,106965,92
17,65289,106157,92
18,65280,112599,92
18,65285,113880,92
18,65287,115491,92
18,65288,116610,92
18,65289,114127,92
19,65288,119504,92
19,65289,119029,92
21,65282,132386,92
22,65281,138625,92
22,65282,138440,92
22,65287,138801,92
23,65280,143290,92
23,65282,144355,92
23,65285,147028,92
24,65280,149656,92
24,65282,149739,92
8,65286,41141,93
9,65282,48358,93
9,65286,47576,93
9,65289,48467,93
10,65282,55141,93
10,65286,53217,93
10,65289,52570,93
11,65282,58442,93
11,65286,58202,93
11,65288,58188,93
11,65289,58138,93
12,65282,66906,93
6,65283,31657,94
6,65288,29660,94
6,65289,32294,94
7,65280,37747,94
7,65282,40237,94
7,65286,34980,94
7,65288,35067,94
7,65289,34740,94
8,65280,40762,94
8,65281,40998,94
8,65282,40578,94
8,65283,43141,94
8,65285,41044,94
8,65286,40714,94
8,65288,41908,94
9,65280,44302,94
9,65281,44709,94
9,65283,44674,94
9,65286,48604,94
10,65281,53427,94
10,65284,55346,94
10,65286,53736,94
11,65284,59938,94
11,65286,58287,94
12,65284,62032,94
18,65281,101370,94
18,65285,105986,94
19,65285,107192,94
20,65284,112172,94
20,65285,111951,94
20,65287,117112,94
21,65284,119580,94
21,65285,117526,94
21,65286,117425,94
21,65287,119115,94
21,65289,122139,94
22,65281,122502,94
22,65286,122723,94
22,65288,123006,94
5,65283,24724,95
5,65285,17886,95
5,65287,17651,95
5,65289,17386,95
6,65283,24993,95
6,65287,26014,95
7,65287,32342,95
11,65289,50490,95
12,65283,55333,95
12,65287,54991,95
12,65289,55657,95
16,65282,77312,95
17,65282,82662,95
5,65284,18025,96
6,65284,20952,96
6,65285,20983,96
7,65280,31811,96
7,65281,27697,96
7,65283,27581,96
7,65285,28051,96
7,65289,30964,96
8,65280,32675,96
8,65281,33112,96
9,65281,38457,96
10,65281,43216,96
10,65283,43891,96
10,65287,42422,96
11,65281,46829,96
11,65284,46242,96
11,65286,46218,96
11,65287,46597,96
11,65289,46081,96
12,65281,52033,96
12,65283,57465,96
12,65286,52099,96
12,65287,51593,96
12,65288,51876,96
12,65289,51619,96
15,65283,67532,96
15,65285,65319,96
16,65281,72089,96
16,65282,71744,96
16,65283,71526,96
16,65285,74768,96
17,65281,78396,96
17,65282,79054,96
17,65284,77381,96
17,65285,77523,96
17,65286,81639,96
18,65282,83553,96
18,65284,82150,96
18,65285,83229,96
18,65286,82223,96
18,65287,85039,96
19,65285,86496,96
19,65286,87568,96
19,65289,92067,96
20,65285,92508,96
20,65286,93576,96
20,65289,92482,96
3,65283,12890,98
3,65286,15695,98
4,65284,20555,98
4,65286,18904,98
5,65285,21549,98
5,65287,22773,98
6,65285,27029,98
6,65287,27010,98
6,65289,26722,98
7,65287,32089,98
8,65287,38593,98
9,65286,50709,98
9,65287,46130,98
10,65280,51626,98
10,65281,51080,98
10,65284,51034,98
10,65285,51363,98
10,65287,51737,98
11,65280,58550,98
11,65287,61270,98
11,65289,58303,98
12,65287,62633,98
12,65289,62747,98
18,65280,99264,98
18,65283,95233,98
18,65287,94704,98
19,65280,99629,98
19,65283,100823,98
20,65280,105287,98
20,65283,106251,98
4,65289,13397,99
5,65281,17198,99
5,65282,19522,99
5,65286,19989,99
5,65289,17024,99
6,65285,22880,99
7,65281,25434,99
7,65283,30193,99
8,65283,31623,99
9,65283,37051,99
10,65283,43869,99
11,65285,51592,99
11,65286,50994,99
12,65282,53839,99
16,65284,74126,99
17,65283,78626,99
17,65284,81405,99
17,65288,83832,99
18,65283,84162,99
18,65287,88184,99
18,65288,85028,99
18,65289,84102,99
19,65280,92767,99
19,65283,91589,99
19,65288,89861,99
19,65289,88757,99
20,65280,94709,99
20,65283,94676,99
20,65286,98398,99
20,65287,97440,99
21,65282,100835,99
21,65283,98838,99
21,65284,101188,99
21,65285,98874,99
21,65286,99864,99
21,65289,99049,99
22,65281,103430,99
22,65282,103890,99
23,65281,108658,99
23,65282,109297,99
5,65284,18595,100
5,65287,18539,100
5,65289,22296,100
6,65280,30412,100
6,65281,29890,100
6,65282,30072,100
6,65284,29437,100
6,65289,29976,100
7,65280,35132,100
7,65281,34883,100
7,65282,34364,100
7,65284,34270,100
8,65280,38838,100
8,65282,38970,100
8,65284,38716,100
8,65287,40694,100
8,65288,41311,100
8,65289,39174,100
9,65280,44848,100
9,65282,44763,100
9,65283,48273,100
9,65288,46545,100
9,65289,44896,100
10,65280,48742,100
10,65281,48939,100
10,65282,49390,100
10,65289,52809,100
11,65280,53773,100
11,65282,53603,100
11,65289,53213,100
12,65282,58720,100
12,65287,58281,100
12,65289,58292,100
